sls_ord_num,sls_prd_key,sls_cust_id,sls_order_dt,sls_ship_dt,sls_due_dt,sls_sales,sls_quantity,sls_price
ORD011717,CAT27,10287,20223759,20233158,20220463,678.69,6,254.35
ORD011718,CAT25,5995,20230790,20233645,20221240,4989.08,12,26.79
ORD011719,CAT21,4540,20221756,20223839,20228623,3123.47,14,119.05
ORD011720,CAT16,2624,20207601,20215597,20217683,1210.16,4,104.17
ORD011721,CAT27,4727,20206995,20220296,20236565,1925.83,1,433.29
ORD011722,CAT02,15399,20225898,20223093,20200628,2814.54,14,97.53
ORD011723,CAT22,16997,20218004,20219983,20208239,1529.71,14,456.83
ORD011724,CAT29,14153,20218994,20231986,20231355,1375.18,19,145.16
ORD011725,CAT23,5039,20216904,20228218,20217550,3009.28,3,71.88
ORD011726,CAT35,13238,20230464,20220544,20201686,1094.68,6,240.96
ORD011727,CAT20,536,20209326,20237863,20204575,3919.19,12,144.27
ORD011728,CAT17,828,20206607,20231812,20218487,144.81,2,377.69
ORD011729,CAT21,7825,20217462,20218585,20226729,4059.04,18,389.57
ORD011730,CAT08,4776,20206767,20238751,20215525,117.09,14,445.95
ORD011731,CAT05,12668,20228639,20206841,20200269,4834.7,7,310.09
ORD011732,CAT12,18213,20212361,20219077,20229672,2035.27,11,165.16
ORD011733,CAT26,9708,20200153,20226228,20217798,2756.1,14,114.87
ORD011734,CAT29,1543,20203125,20232227,20228257,2384.4,18,372.69
ORD011735,CAT31,11279,20211077,20207203,20219158,579.44,2,389.54
ORD011736,CAT08,17912,20218290,20207899,20235950,1911.19,4,211.4
ORD011737,CAT13,17118,20224080,20215286,20218001,1136.55,12,155.31
ORD011738,CAT29,15776,20211446,20204369,20208710,3021.07,13,496.17
ORD011739,CAT22,866,20226973,20217853,20201950,4720.96,8,483.39
ORD011740,CAT31,2989,20222636,20226936,20201415,1208.73,5,359.32
ORD011741,CAT12,18083,20200764,20205472,20234319,989.65,4,322.02
ORD011742,CAT28,8804,20226179,20200728,20224733,4163.59,1,148.96
ORD011743,CAT34,13031,20231171,20237280,20207896,4517.66,8,314.05
ORD011744,CAT07,17940,20220870,20226713,20236734,3544.13,3,411.83
ORD011745,CAT36,16969,20216558,20228061,20236468,4666.73,1,303.71
ORD011746,CAT13,891,20221548,20229995,20228404,3866.85,4,281.78
ORD011747,CAT15,1524,20230367,20233628,20201188,592.86,19,387.24
ORD011748,CAT01,7847,20210291,20231659,20224456,4233.52,12,307.02
ORD011749,CAT09,4956,20220775,20204679,20217324,1477.01,9,380.63
ORD011750,CAT16,11643,20222632,20210693,20228799,2234.1,1,419.68
ORD011751,CAT31,8879,20206693,20221777,20202427,186.32,18,297.39
ORD011752,CAT08,9772,20227249,20236961,20209899,636.66,4,211.07
ORD011753,CAT13,6378,20220486,20211614,20205186,1414.17,6,292.02
ORD011754,CAT19,7035,20206147,20217891,20218651,3007.65,4,404.1
ORD011755,CAT25,17101,20211131,20228232,20208774,4927.6,9,39.84
ORD011756,CAT26,12244,20213209,20219423,20225595,81.26,19,233.97
ORD011757,CAT10,17844,20211868,20225180,20202307,1375.79,3,486.19
ORD011758,CAT01,6417,20223434,20209284,20220465,1102.19,15,301.25
ORD011759,CAT36,7946,20217108,20211750,20201607,3590.03,9,373.48
ORD011760,CAT21,11222,20203515,20230165,20226765,4673.0,5,58.99
ORD011761,CAT21,18071,20229862,20221527,20202058,4499.02,6,433.93
ORD011762,CAT25,13442,20207386,20200513,20228746,1953.16,2,76.09
ORD011763,CAT35,5726,20211615,20205368,20204132,2131.51,6,480.57
ORD011764,CAT29,565,20219781,20225015,20207728,4679.89,2,370.96
ORD011765,CAT36,12074,20229298,20226097,20215731,318.82,19,487.19
ORD011766,CAT07,17382,20220901,20201354,20206513,3956.29,7,81.32
ORD011767,CAT08,15889,20223572,20235206,20206831,2003.91,2,215.51
ORD011768,CAT28,4764,20228628,20238335,20212931,1615.7,16,6.43
ORD011769,CAT23,13457,20204841,20222726,20227235,3908.47,16,219.06
ORD011770,CAT25,15750,20209776,20230792,20223794,2605.14,10,48.08
ORD011771,CAT29,14005,20219020,20206464,20219103,1715.44,8,90.82
ORD011772,CAT04,12516,20216546,20239628,20235726,3307.75,4,17.34
ORD011773,CAT27,16762,20227651,20232113,20201250,1513.66,4,499.17
ORD011774,CAT13,5945,20219562,20230757,20235977,4127.42,16,245.78
ORD011775,CAT22,14684,20208173,20229226,20221885,4200.75,4,352.65
ORD011776,CAT28,3949,20204894,20218552,20233785,2047.06,7,265.16
ORD011777,CAT06,12574,20218018,20204572,20233402,2341.77,4,210.93
ORD011778,CAT11,893,20223957,20205567,20221595,2760.27,1,218.35
ORD011779,CAT21,4381,20226184,20223817,20234885,224.53,12,253.57
ORD011780,CAT10,2170,20226443,20233145,20230632,3025.45,7,330.48
ORD011781,CAT01,5094,20223362,20230026,20213009,4912.83,5,161.2
ORD011782,CAT26,14715,20224063,20200934,20211767,2360.01,17,30.48
ORD011783,CAT05,6675,20206439,20200513,20208380,3604.42,5,352.7
ORD011784,CAT13,1045,20213118,20201642,20225635,236.17,5,373.62
ORD011785,CAT28,1288,20225578,20220872,20203739,3848.82,2,438.63
ORD011786,CAT13,17827,20208872,20237296,20203382,1809.53,15,64.66
ORD011787,CAT32,15761,20200800,20223436,20216356,4528.95,8,268.8
ORD011788,CAT24,4010,20208130,20211226,20234511,3894.1,4,498.5
ORD011789,CAT29,10845,20208514,20205921,20213177,4987.74,2,275.71
ORD011790,CAT05,3178,20224542,20210876,20220345,2786.34,2,457.55
ORD011791,CAT04,16023,20220885,20229724,20214772,2402.12,19,162.18
ORD011792,CAT29,15990,20208851,20239671,20224285,268.56,12,278.72
ORD011793,CAT16,9262,20221370,20210007,20207337,1065.83,19,92.98
ORD011794,CAT24,12041,20221930,20228639,20235847,2906.79,1,411.51
ORD011795,CAT11,14743,20200402,20215975,20235165,2283.87,3,198.7
ORD011796,CAT30,16572,20216847,20234807,20233874,4514.62,17,132.05
ORD011797,CAT02,13523,20220740,20209320,20234282,687.38,8,385.2
ORD011798,CAT29,8572,20211608,20212734,20212546,2857.3,9,272.39
ORD011799,CAT25,13075,20218863,20220180,20223766,4411.57,7,169.71
ORD011800,CAT14,8159,20208582,20236166,20225998,1767.86,4,67.23
ORD011801,CAT20,1903,20215580,20236468,20232899,1441.38,10,388.62
ORD011802,CAT14,106,20212541,20230072,20204455,3762.26,9,27.48
ORD011803,CAT05,10972,20227214,20212676,20228645,1273.21,4,378.99
ORD011804,CAT14,12800,20228345,20208081,20238320,1128.41,8,131.04
ORD011805,CAT35,8164,20207290,20230715,20214986,1720.57,14,406.13
ORD011806,CAT16,15608,20207138,20218798,20203765,2712.82,3,50.34
ORD011807,CAT05,15727,20203013,20230165,20226520,3164.01,7,205.13
ORD011808,CAT26,13220,20205129,20226007,20238001,4063.68,5,240.81
ORD011809,CAT29,1681,20227615,20213057,20229774,1203.84,18,219.65
ORD011810,CAT32,5660,20227555,20208669,20237759,1978.82,7,432.9
ORD011811,CAT13,14248,20230478,20232739,20208441,4905.45,2,452.81
ORD011812,CAT02,12596,20213845,20210207,20204402,99.74,17,94.03
ORD011813,CAT34,5084,20218580,20230361,20221504,1123.99,1,493.54
ORD011814,CAT12,4370,20223848,20201905,20201794,2047.23,15,74.37
ORD011815,CAT14,3732,20218001,20238315,20214903,1699.45,8,64.7
ORD011816,CAT30,12973,20228019,20201722,20237193,940.5,18,418.53
ORD011817,CAT21,17833,20222569,20204242,20215054,2123.15,9,167.44
ORD011818,CAT04,14506,20213942,20214815,20210934,2876.35,19,55.68
ORD011819,CAT34,13281,20221557,20237202,20205703,3092.69,6,429.39
ORD011820,CAT02,6653,20224772,20237297,20227814,4627.87,16,217.72
ORD011821,CAT12,753,20209452,20227793,20231785,620.99,15,196.7
ORD011822,CAT27,4216,20210086,20220793,20215646,3097.75,16,35.69
ORD011823,CAT02,2104,20221726,20223850,20217538,4894.57,5,201.85
ORD011824,CAT17,16176,20213601,20200502,20222560,484.81,11,455.39
ORD011825,CAT36,9486,20204626,20232108,20240043,2709.39,11,428.23
ORD011826,CAT19,8995,20214832,20232238,20210691,1061.69,11,174.13
ORD011827,CAT13,2046,20206350,20217592,20205386,788.77,5,257.14
ORD011828,CAT30,6238,20215763,20210037,20232029,2942.67,11,113.86
ORD011829,CAT35,8149,20227481,20213805,20227601,1087.67,13,169.39
ORD011830,CAT05,8450,20219521,20205728,20231909,2683.41,5,49.74
ORD011831,CAT18,8790,20230303,20220159,20222677,1115.08,8,45.54
ORD011832,CAT07,12169,20210979,20234607,20225846,1443.38,12,177.45
ORD011833,CAT08,15174,20221199,20206561,20219515,314.26,6,167.04
ORD011834,CAT37,1028,20221924,20228336,20225120,137.52,8,488.11
ORD011835,CAT08,18095,20206519,20208374,20238355,3349.77,6,471.38
ORD011836,CAT33,10670,20208240,20238732,20209430,4755.68,10,80.65
ORD011837,CAT15,10607,20218931,20229735,20230637,35.98,6,309.09
ORD011838,CAT33,11768,20220825,20208187,20219578,4090.62,4,494.97
ORD011839,CAT06,2921,20222744,20208168,20232530,3073.53,1,274.44
ORD011840,CAT04,2352,20215128,20213280,20235326,144.97,14,241.88
ORD011841,CAT31,6334,20206071,20222392,20217028,2691.82,15,409.98
ORD011842,CAT25,1981,20217272,20203785,20238199,1327.27,9,220.51
ORD011843,CAT26,17578,20218037,20209869,20228659,1910.2,18,173.2
ORD011844,CAT26,15582,20202278,20211465,20239089,3270.59,14,460.0
ORD011845,CAT29,440,20208578,20216479,20212664,2582.06,18,69.77
ORD011846,CAT30,18173,20200435,20201349,20225554,168.43,11,88.8
ORD011847,CAT27,12601,20226107,20227265,20226836,498.73,5,203.06
ORD011848,CAT22,8131,20206434,20225675,20239595,2584.8,1,219.11
ORD011849,CAT26,3965,20203557,20224058,20236644,1594.96,11,260.21
ORD011850,CAT08,17296,20208073,20236980,20219807,1386.04,17,367.85
ORD011851,CAT02,15321,20215762,20218439,20207516,3887.69,13,264.96
ORD011852,CAT17,15816,20226436,20228331,20207012,4746.79,15,277.47
ORD011853,CAT29,7268,20220712,20231427,20214729,3638.03,10,489.75
ORD011854,CAT35,2772,20201954,20237212,20229631,3085.15,7,474.9
ORD011855,CAT37,7807,20221342,20215715,20222402,4378.76,7,169.7
ORD011856,CAT24,793,20210368,20206418,20232231,4516.08,7,464.22
ORD011857,CAT06,13697,20216479,20219470,20236783,3942.18,3,377.14
ORD011858,CAT31,8450,20210316,20218996,20220731,4509.51,9,497.81
ORD011859,CAT17,769,20214336,20227140,20210101,4510.09,11,419.39
ORD011860,CAT01,11511,20225412,20207570,20226827,1358.66,12,94.69
ORD011861,CAT09,4035,20220510,20229185,20209261,715.19,12,353.57
ORD011862,CAT15,5701,20207177,20213480,20235760,3568.17,5,308.69
ORD011863,CAT23,18365,20215419,20226643,20228731,4262.17,6,321.12
ORD011864,CAT07,9303,20224245,20206774,20217320,4098.3,19,33.67
ORD011865,CAT36,12546,20223224,20222121,20231781,3012.01,19,380.42
ORD011866,CAT09,17050,20227030,20214235,20202653,1376.43,17,483.97
ORD011867,CAT17,9918,20229528,20208046,20231198,795.29,5,396.8
ORD011868,CAT23,793,20222040,20212212,20214475,119.18,18,295.68
ORD011869,CAT28,7596,20219985,20215046,20212548,2142.2,11,206.89
ORD011870,CAT26,16602,20223001,20202063,20204509,3465.89,6,62.38
ORD011871,CAT25,7847,20227721,20213496,20221364,2411.05,2,416.0
ORD011872,CAT28,6857,20230907,20238866,20204298,1013.37,17,270.31
ORD011873,CAT16,7285,20212134,20212808,20215256,4798.11,7,237.77
ORD011874,CAT24,17397,20210736,20237313,20201295,4161.08,9,285.98
ORD011875,CAT20,2209,20201917,20220409,20202537,3162.53,14,259.57
ORD011876,CAT12,15070,20223118,20210411,20214904,1035.6,16,498.12
ORD011877,CAT16,9762,20203986,20239324,20222727,2567.82,17,359.74
ORD011878,CAT06,16972,20205088,20225427,20227722,2384.74,2,253.02
ORD011879,CAT35,568,20207594,20214455,20200459,4962.76,18,232.83
ORD011880,CAT14,5862,20214304,20217922,20219032,4128.28,17,37.71
ORD011881,CAT16,7324,20219213,20211348,20211220,2332.6,3,390.28
ORD011882,CAT27,14098,20214633,20205152,20204516,414.98,16,474.77
ORD011883,CAT28,1598,20216745,20218318,20218307,486.71,16,212.35
ORD011884,CAT25,12806,20207534,20223915,20210597,4766.82,6,56.74
ORD011885,CAT03,10912,20206504,20233873,20204344,4635.79,7,237.5
ORD011886,CAT29,17415,20209957,20231094,20202151,1255.04,12,443.74
ORD011887,CAT12,4285,20224156,20202910,20200890,2183.39,12,351.13
ORD011888,CAT12,11159,20229283,20235669,20210443,3053.09,5,186.96
ORD011889,CAT02,3438,20204354,20226949,20215706,2700.07,19,278.39
ORD011890,CAT15,17579,20200313,20227328,20220828,1458.22,9,442.77
ORD011891,CAT23,12732,20221810,20228003,20222946,4996.36,19,356.7
ORD011892,CAT35,233,20200304,20237976,20238075,4874.54,5,168.18
ORD011893,CAT04,6249,20201550,20204242,20226450,3409.41,9,206.34
ORD011894,CAT01,15156,20211619,20201242,20221509,3236.53,18,169.1
ORD011895,CAT37,2472,20228130,20234115,20206857,1821.64,15,438.64
ORD011896,CAT19,16509,20225534,20238573,20237315,729.31,10,418.91
ORD011897,CAT18,4439,20200118,20214566,20235465,4273.9,11,23.08
ORD011898,CAT18,13071,20223182,20236308,20205940,413.01,3,142.09
ORD011899,CAT06,14774,20219808,20234003,20206887,3521.85,18,174.61
ORD011900,CAT15,1126,20217885,20233848,20233939,1739.29,13,307.23
ORD011901,CAT31,2354,20221805,20210358,20237452,3150.1,8,114.29
ORD011902,CAT25,10028,20208372,20220188,20206329,2723.55,4,104.23
ORD011903,CAT28,5565,20220189,20232332,20232005,2995.11,15,486.96
ORD011904,CAT25,4514,20224283,20215495,20226487,3725.09,16,162.12
ORD011905,CAT13,70,20205041,20232446,20234518,3792.53,9,302.09
ORD011906,CAT21,11756,20226529,20231979,20220940,981.33,4,330.12
ORD011907,CAT07,8712,20204091,20212146,20212493,1286.47,13,25.13
ORD011908,CAT04,14213,20223770,20211420,20225864,2632.71,15,290.38
ORD011909,CAT14,13166,20225692,20234147,20221967,1970.27,7,40.25
ORD011910,CAT11,17075,20222240,20211766,20215310,3150.03,14,196.95
ORD011911,CAT37,17778,20206153,20221660,20218524,2661.61,9,361.88
ORD011912,CAT20,5784,20205572,20229012,20235260,146.96,1,499.32
ORD011913,CAT30,2639,20206429,20212404,20235735,4074.86,7,487.72
ORD011914,CAT04,7419,20219027,20232757,20231253,2209.13,1,330.83
ORD011915,CAT24,7397,20218058,20203929,20239757,3014.06,17,218.29
ORD011916,CAT01,7684,20211622,20215798,20201886,3516.08,6,88.17
ORD011917,CAT36,2089,20222155,20233511,20218218,3367.51,16,102.65
ORD011918,CAT03,12743,20220170,20212833,20208261,398.09,15,430.18
ORD011919,CAT27,8548,20218644,20200819,20210904,2914.9,2,252.25
ORD011920,CAT12,9215,20219538,20224866,20239419,216.98,7,117.72
ORD011921,CAT37,6974,20226485,20214932,20200674,2357.96,16,137.76
ORD011922,CAT10,8781,20202922,20209183,20235475,1923.71,4,23.62
ORD011923,CAT19,10317,20206061,20206892,20229219,2918.43,3,269.03
ORD011924,CAT27,851,20206657,20216521,20217018,2312.46,4,415.32
ORD011925,CAT14,8629,20212432,20217513,20202667,1131.59,7,145.38
ORD011926,CAT29,2597,20223391,20208956,20202800,4969.45,3,97.45
ORD011927,CAT10,3440,20225909,20217525,20222768,1663.88,13,231.38
ORD011928,CAT27,8645,20212188,20216600,20234976,3325.86,17,409.34
ORD011929,CAT29,2730,20202046,20203439,20206567,4189.17,8,467.8
ORD011930,CAT30,6860,20212232,20216742,20223582,4917.82,3,56.32
ORD011931,CAT17,16240,20202302,20217088,20204759,860.48,9,369.58
ORD011932,CAT24,9309,20204485,20214833,20233268,819.8,17,347.57
ORD011933,CAT12,12862,20204471,20201639,20235833,4334.99,14,46.51
ORD011934,CAT22,14582,20207553,20227955,20226912,3314.28,10,63.39
ORD011935,CAT35,17802,20230126,20216097,20209034,3199.18,12,389.78
ORD011936,CAT13,17375,20220925,20231798,20201252,295.13,3,62.39
ORD011937,CAT20,6043,20221904,20236500,20204854,1618.67,10,102.44
ORD011938,CAT03,16291,20206813,20239311,20202268,4965.41,18,340.53
ORD011939,CAT30,4264,20223114,20205145,20225918,4382.67,16,178.52
ORD011940,CAT17,14371,20211156,20218383,20208970,4533.66,3,401.32
ORD011941,CAT01,5708,20216784,20205493,20233513,4331.1,4,458.53
ORD011942,CAT31,1290,20201242,20211706,20237866,2045.0,11,146.21
ORD011943,CAT22,15109,20221535,20232273,20238284,2992.8,16,80.08
ORD011944,CAT18,5052,20206105,20225963,20229786,2536.37,8,366.41
ORD011945,CAT18,2763,20218601,20237303,20208997,18.29,14,458.47
ORD011946,CAT10,16273,20213122,20210879,20222176,499.82,6,326.19
ORD011947,CAT34,9413,20207815,20231990,20220641,939.86,3,351.05
ORD011948,CAT04,17844,20226523,20225523,20237705,261.64,2,397.66
ORD011949,CAT17,1902,20203556,20209433,20207648,840.48,9,179.04
ORD011950,CAT27,3631,20202133,20223299,20208693,2370.85,18,463.19
ORD011951,CAT05,18387,20205355,20201393,20222251,2688.44,16,50.85
ORD011952,CAT20,16234,20229597,20234522,20237441,3425.57,5,302.91
ORD011953,CAT13,2293,20209424,20234092,20207809,3974.51,11,323.41
ORD011954,CAT26,5342,20224400,20212640,20200225,1389.29,4,376.18
ORD011955,CAT37,17357,20208536,20233667,20212962,2652.0,9,32.03
ORD011956,CAT02,8810,20230730,20203317,20224957,1981.99,6,306.49
ORD011957,CAT19,9585,20204490,20208322,20228540,505.16,4,59.56
ORD011958,CAT32,11695,20225653,20208703,20237921,1373.63,11,416.51
ORD011959,CAT19,1284,20218185,20231740,20235930,3103.01,5,251.79
ORD011960,CAT30,12653,20211825,20227261,20229025,3586.47,13,132.56
ORD011961,CAT03,4788,20225773,20239821,20204079,3741.22,16,325.12
ORD011962,CAT03,10188,20211455,20217761,20204522,3081.48,1,173.43
ORD011963,CAT29,1570,20230241,20226393,20200249,123.3,12,383.23
ORD011964,CAT32,11210,20221932,20218340,20227875,1418.33,19,135.4
ORD011965,CAT24,10262,20211386,20234387,20205236,4342.53,2,333.26
ORD011966,CAT03,17325,20209352,20237831,20209257,1114.09,6,151.03
ORD011967,CAT16,13078,20204667,20200527,20206279,1684.31,18,212.16
ORD011968,CAT08,12715,20206917,20227235,20233464,3725.23,6,132.38
ORD011969,CAT06,12685,20224152,20239693,20211757,4270.42,6,142.31
ORD011970,CAT16,5848,20211980,20203002,20203068,1087.78,3,312.27
ORD011971,CAT19,13703,20222406,20231941,20227737,346.17,17,66.2
ORD011972,CAT25,14053,20201874,20206392,20208378,4968.37,16,52.32
ORD011973,CAT29,17915,20216890,20211605,20207314,2592.32,17,302.19
ORD011974,CAT09,9707,20215643,20219058,20218161,2182.74,8,300.35
ORD011975,CAT32,15310,20220031,20200996,20231283,1720.15,9,143.06
ORD011976,CAT20,15171,20223656,20207936,20239906,3964.59,7,440.0
ORD011977,CAT29,15565,20202632,20233277,20217435,4132.24,5,116.82
ORD011978,CAT12,10581,20205244,20211040,20228832,541.38,6,487.32
ORD011979,CAT03,12152,20222973,20201033,20202075,3366.75,10,110.92
ORD011980,CAT20,7602,20228051,20220621,20234894,4922.13,4,490.63
ORD011981,CAT22,6875,20230839,20204896,20215532,1825.83,5,225.74
ORD011982,CAT27,1566,20209448,20239743,20222835,4099.57,16,104.92
ORD011983,CAT24,9205,20218821,20202571,20230078,3465.64,17,224.9
ORD011984,CAT08,3400,20219793,20237473,20216277,562.43,15,70.16
ORD011985,CAT16,2635,20213591,20237580,20235721,4362.83,2,100.38
ORD011986,CAT03,9489,20224485,20209637,20224538,812.27,13,47.17
ORD011987,CAT03,392,20203038,20239272,20238475,2664.93,11,315.48
ORD011988,CAT14,525,20229154,20234092,20204253,2069.69,12,120.55
ORD011989,CAT06,9009,20204776,20200185,20224494,2495.87,6,128.99
ORD011990,CAT10,15695,20202188,20219616,20225478,3974.23,16,220.81
ORD011991,CAT02,13150,20223374,20228253,20238372,1926.13,10,459.54
ORD011992,CAT02,8923,20226039,20225599,20200551,2479.35,4,97.4
ORD011993,CAT18,15270,20222451,20217385,20237489,4178.9,15,301.89
ORD011994,CAT02,17502,20219377,20205710,20207188,53.16,15,299.69
ORD011995,CAT28,10081,20201799,20232445,20225682,4479.26,5,250.32
ORD011996,CAT14,1587,20207799,20229174,20209646,3724.86,7,96.05
ORD011997,CAT35,4166,20211039,20220475,20201169,2453.68,17,6.27
ORD011998,CAT07,3619,20216209,20216025,20228773,2865.29,3,424.42
ORD011999,CAT15,1382,20215996,20223216,20208932,4903.13,19,9.15
ORD012000,CAT06,14922,20201543,20231132,20233223,953.63,2,355.53
ORD012001,CAT14,6729,20206941,20216593,20212170,3887.38,5,210.61
ORD012002,CAT03,5438,20223033,20208479,20215567,4296.55,19,300.63
ORD012003,CAT27,9199,20200726,20200933,20238390,2144.92,3,474.23
ORD012004,CAT25,6227,20227912,20217361,20201481,1131.44,7,98.24
ORD012005,CAT07,13848,20204531,20210328,20200406,779.25,13,167.34
ORD012006,CAT03,1704,20229271,20225490,20213499,75.87,12,312.18
ORD012007,CAT22,14210,20228571,20233533,20207671,3549.17,8,12.18
ORD012008,CAT25,17068,20230900,20236614,20234649,4083.13,6,413.46
ORD012009,CAT10,15349,20203527,20217800,20235896,4695.45,8,85.84
ORD012010,CAT14,6308,20220992,20204041,20221791,714.86,1,246.91
ORD012011,CAT07,837,20218540,20236112,20228790,1234.76,18,261.02
ORD012012,CAT19,11526,20225071,20209027,20225866,20.0,19,256.72
ORD012013,CAT27,16134,20210153,20207842,20221017,2526.1,13,11.79
ORD012014,CAT02,14394,20208455,20223125,20220487,4220.14,17,296.11
ORD012015,CAT04,2561,20200280,20233803,20234825,4092.87,11,479.71
ORD012016,CAT37,10689,20229789,20211953,20219186,2872.33,16,395.29
ORD012017,CAT04,3993,20227031,20232174,20205452,2434.79,8,224.8
ORD012018,CAT33,17451,20202401,20212776,20237851,1438.17,5,492.39
ORD012019,CAT12,2447,20210064,20212100,20214911,2063.35,5,224.81
ORD012020,CAT17,5597,20212217,20217885,20237642,473.95,2,363.74
ORD012021,CAT27,2751,20212215,20224169,20204386,1233.48,6,175.37
ORD012022,CAT26,9725,20208801,20201824,20211471,4590.42,3,310.14
ORD012023,CAT03,17876,20219633,20224709,20227226,2034.69,12,6.72
ORD012024,CAT07,12337,20222169,20207093,20240060,1137.66,16,168.74
ORD012025,CAT26,14027,20229438,20237964,20238975,4948.62,5,65.4
ORD012026,CAT12,7627,20223634,20211233,20207877,1551.9,1,378.3
ORD012027,CAT04,11544,20230761,20233775,20217990,471.51,19,176.36
ORD012028,CAT12,17379,20202139,20211651,20205884,1620.41,18,203.16
ORD012029,CAT09,13131,20205632,20221646,20209859,4132.59,16,382.46
ORD012030,CAT14,2761,20212842,20210509,20225624,4321.22,7,178.53
ORD012031,CAT24,17378,20219708,20207366,20216853,1495.23,3,352.63
ORD012032,CAT19,13635,20206365,20234746,20234032,3608.08,13,413.64
ORD012033,CAT15,15278,20209190,20235082,20212980,1556.47,11,248.2
ORD012034,CAT19,2571,20210602,20201673,20207388,3177.45,8,248.17
ORD012035,CAT25,4373,20229392,20230137,20227588,838.71,18,245.57
ORD012036,CAT32,7842,20204933,20203266,20218669,4799.25,11,94.94
ORD012037,CAT18,9866,20207285,20222653,20202384,334.05,11,416.92
ORD012038,CAT11,2235,20203429,20229738,20229774,1903.14,13,374.41
ORD012039,CAT12,8744,20204136,20209099,20203415,1762.71,1,164.04
ORD012040,CAT18,4615,20225915,20224633,20238364,4353.81,12,82.69
ORD012041,CAT20,2406,20204293,20220323,20203454,4194.08,16,189.87
ORD012042,CAT09,2484,20227422,20232214,20237462,4552.32,11,147.38
ORD012043,CAT01,7545,20205838,20227995,20202473,42.64,16,372.12
ORD012044,CAT01,316,20204793,20237659,20212314,139.86,16,272.2
ORD012045,CAT13,16752,20206903,20206348,20215654,1781.66,17,293.59
ORD012046,CAT14,3468,20221643,20201165,20205638,2365.51,4,286.99
ORD012047,CAT33,5255,20230818,20228660,20239189,1876.47,5,483.48
ORD012048,CAT22,5376,20228243,20231432,20237997,1720.83,5,23.25
ORD012049,CAT01,5680,20222983,20229734,20206091,629.59,11,314.79
ORD012050,CAT36,14341,20203401,20217269,20215502,1709.49,15,331.53
ORD012051,CAT32,13452,20207570,20216549,20216332,469.68,9,210.38
ORD012052,CAT07,3483,20208783,20219474,20220959,3313.86,14,127.34
ORD012053,CAT05,10245,20226327,20208822,20204113,733.06,9,462.07
ORD012054,CAT37,1593,20225310,20208419,20231896,2609.03,14,408.06
ORD012055,CAT24,9562,20204198,20205533,20237418,386.06,4,116.08
ORD012056,CAT17,12850,20218617,20226467,20204983,3738.76,13,229.28
ORD012057,CAT24,10871,20226651,20216770,20205007,764.56,11,20.33
ORD012058,CAT13,8867,20220038,20200847,20209072,2128.63,14,407.99
ORD012059,CAT36,6971,20200597,20212290,20237342,1188.7,19,379.65
ORD012060,CAT17,18239,20209521,20214351,20203429,3801.12,5,480.0
ORD012061,CAT18,203,20220017,20212987,20231015,3550.36,16,380.78
ORD012062,CAT05,14954,20214187,20217228,20209972,4059.86,9,497.14
ORD012063,CAT14,7665,20226969,20228576,20201075,3291.55,8,67.71
ORD012064,CAT11,4891,20222071,20239702,20220235,2584.88,9,187.28
ORD012065,CAT25,17312,20211487,20208807,20233426,367.81,5,176.0
ORD012066,CAT16,4793,20213449,20212630,20215604,2441.81,9,95.52
ORD012067,CAT10,13564,20205050,20200284,20218570,3982.83,10,408.0
ORD012068,CAT33,17305,20223389,20234612,20237579,1683.7,3,51.95
ORD012069,CAT06,17279,20230843,20221836,20201084,4114.54,10,449.18
ORD012070,CAT34,15852,20223850,20238379,20224852,370.84,11,392.72
ORD012071,CAT14,5375,20218616,20204797,20207576,3609.8,11,298.94
ORD012072,CAT16,16317,20221488,20237652,20206067,1571.67,4,178.31
ORD012073,CAT02,3456,20206113,20213391,20236123,461.56,2,485.74
ORD012074,CAT02,11858,20219943,20235170,20200194,3962.98,10,362.05
ORD012075,CAT22,16679,20225360,20204958,20204171,4278.63,12,491.65
ORD012076,CAT31,735,20228330,20231666,20222030,1654.0,5,382.17
ORD012077,CAT26,5581,20221836,20216800,20232453,3800.6,9,187.26
ORD012078,CAT24,15631,20226719,20202132,20206891,2349.4,3,21.29
ORD012079,CAT04,15224,20224223,20216980,20217720,4071.63,17,41.57
ORD012080,CAT33,9005,20209119,20232552,20218554,2164.52,4,381.93
ORD012081,CAT22,5529,20220472,20214459,20205835,2105.89,4,417.2
ORD012082,CAT02,16797,20210448,20211710,20222523,627.26,19,103.32
ORD012083,CAT20,6730,20211618,20221632,20206138,3309.02,18,13.09
ORD012084,CAT13,15703,20225986,20216476,20226779,3536.69,3,236.49
ORD012085,CAT01,12296,20209940,20234402,20231377,4859.83,19,247.24
ORD012086,CAT29,5412,20200864,20208592,20222715,3528.31,6,52.18
ORD012087,CAT14,4029,20220318,20233883,20231905,3196.72,5,356.19
ORD012088,CAT20,17222,20209003,20226804,20237670,961.99,1,151.3
ORD012089,CAT24,9522,20201496,20223914,20225663,1915.64,14,488.47
ORD012090,CAT28,14519,20212185,20238380,20233239,264.56,8,20.38
ORD012091,CAT32,14555,20208985,20239223,20215492,710.48,14,194.94
ORD012092,CAT07,748,20231080,20233618,20224946,1393.63,2,311.5
ORD012093,CAT06,9012,20227460,20235913,20216488,1875.26,1,157.77
ORD012094,CAT37,11054,20217068,20225851,20217997,788.36,18,9.85
ORD012095,CAT29,8141,20212172,20220701,20214748,517.43,19,427.88
